Date,Open,High,Low,Close,Adj Close,Volume
2017-01-05,63.730000,63.869999,61.950001,62.950001,54.905907,98300
2017-01-06,63.459999,63.480000,62.340000,62.520000,54.530849,108400
2017-01-09,62.090000,62.209999,61.240002,61.240002,53.414421,81100
2017-01-10,61.270000,62.029999,60.810001,61.389999,53.545254,133500
2017-01-11,61.400002,61.520000,60.790001,61.430000,53.580143,191200
2017-01-12,61.060001,61.060001,59.410000,60.650002,52.899811,129500
2017-01-13,60.959999,62.840000,60.320000,60.869999,53.091698,89800
2017-01-17,60.360001,60.680000,58.349998,58.500000,51.024559,99300
2017-01-18,58.830002,59.250000,57.959999,58.150002,50.719280,140300
2017-01-19,58.049999,58.580002,57.389999,58.230000,50.789051,153200
2017-01-20,58.150002,58.810001,57.720001,57.990002,50.579723,151800
2017-01-23,57.459999,58.119999,55.950001,56.290001,49.096962,365400
2017-01-24,56.680000,56.990002,56.320000,56.669998,49.428402,261200
2017-01-25,57.349998,57.860001,56.720001,57.549999,50.195946,177700
2017-01-26,57.610001,57.849998,57.099998,57.810001,50.422722,91500
2017-01-27,57.639999,57.700001,57.150002,57.639999,50.274448,63800
2017-01-30,56.950001,57.020000,55.990002,56.669998,49.428402,132000
2017-01-31,56.459999,57.020000,56.349998,56.750000,49.498180,104700
2017-02-01,56.770000,57.490002,56.040001,56.439999,49.227783,131600
2017-02-02,55.799999,56.070000,54.790001,54.930000,48.244106,111800
2017-02-03,55.200001,56.340000,55.110001,56.279999,49.429790,168200
2017-02-06,56.040001,56.610001,55.840000,56.009998,49.192657,80000
2017-02-07,55.980000,56.130001,54.919998,55.189999,48.472458,78700
2017-02-08,54.959999,54.959999,53.680000,54.709999,48.050884,94200
2017-02-09,54.810001,55.970001,54.720001,55.939999,49.131180,116100
2017-02-10,56.290001,56.410000,55.720001,56.380001,49.517628,60400
2017-02-13,56.759998,57.490002,56.430000,56.810001,49.895279,92000
2017-02-14,56.560001,58.070000,56.430000,57.830002,50.791126,103400
2017-02-15,57.950001,58.330002,57.599998,58.080002,51.010708,75200
2017-02-16,58.070000,58.119999,57.470001,58.080002,51.010708,64600
2017-02-17,57.889999,58.099998,57.400002,57.919998,50.870174,100900
2017-02-21,58.070000,58.490002,57.610001,58.020000,50.958012,63100
2017-02-22,57.779999,58.290001,57.419998,58.270000,51.177578,108600
2017-02-23,58.240002,58.680000,57.570000,58.400002,51.291752,63500
2017-02-24,57.700001,58.799999,57.389999,58.490002,51.370800,110400
2017-02-27,58.660000,59.419998,58.549999,58.990002,51.809940,163400
2017-02-28,58.560001,58.939999,57.669998,57.849998,50.808693,104300
2017-03-01,59.040001,59.570000,57.900002,59.220001,52.011951,134500
2017-03-02,59.209999,59.830002,57.470001,57.560001,50.554005,104800
2017-03-03,57.590000,58.240002,57.130001,57.810001,50.773567,87600
2017-03-06,57.330002,58.080002,56.959999,57.709999,50.685730,66000
2017-03-07,57.630001,57.990002,56.750000,56.860001,49.939194,72200
2017-03-08,57.299999,57.840000,55.889999,55.990002,49.175095,109600
2017-03-09,56.020000,56.770000,55.799999,55.950001,49.139961,130900
2017-03-10,56.259998,56.470001,55.560001,56.400002,49.535187,97000
2017-03-13,56.209999,57.700001,55.619999,56.340000,49.482483,121600
2017-03-14,56.009998,56.389999,55.490002,56.250000,49.403439,78400
2017-03-15,56.480000,56.709999,55.770000,55.840000,49.043339,109700
2017-03-16,56.200001,56.990002,55.880001,56.730000,49.825020,94600
2017-03-17,56.950001,57.660000,56.290001,57.540001,50.536430,863000
2017-03-20,57.169998,57.189999,55.919998,56.320000,49.464920,103100
2017-03-21,56.759998,56.759998,54.720001,54.910000,48.226543,305200
2017-03-22,54.509998,54.869999,53.630001,54.119999,47.532703,168500
2017-03-23,54.020000,55.580002,54.020000,55.110001,48.402199,142700
2017-03-24,55.330002,55.560001,54.830002,55.040001,48.340721,176900
